number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
3882,Автобус,Остановка,"ПР. ВЕТЕРАНОВ [2, 20, 229]",ПР. ВЕТЕРАНОВ,"ул. Партизана Германа, Ветеранов пр.","2,2А,111,162,165,","59.833602,30.175777"
3883,Автобус,Остановка,"ПР. ВЕТЕРАНОВ [2, 20, 229]<",ПР. ВЕТЕРАНОВ,"Маршала Жукова пр., Ветеранов пр.","20,108,229,481,482,482В,484,487,","59.833572,30.195736"
3884,Троллейбус,Остановка,Пр. Ветеранов ,Пр. Ветеранов,"Ветеранов пр., Пионерстроя ул.","37,46,","59.835333,30.128181"
3885,Троллейбус,Остановка,Пр. Ветеранов ,Пр. Ветеранов,"Ветеранов, Маршала Жукова","46,48,","59.833100,30.192600"
3886,Трамвай,Остановка,Пр. Ветеранов ,Пр. Ветеранов,"проспект Ветеранов, проспект Маршала Жукова",52,"59.833470,30.194030"
3887,Трамвай,Остановка,Пр. Ветеранов ,Пр. Ветеранов,"Пограничника Гарькавого, Ветеранов",52,"59.835092,30.147267"
3888,Троллейбус,КП,Пр. Ветеранов / Дачный пр. ,Пр. Ветеранов ,"проспект Ветеранов, Дачный проспект",37,"59.845080,30.249690"
3889,Автобус,Остановка,"ПР. ВЕТЕРАНОВ, 149 [68,163,229]","ПР. ВЕТЕРАНОВ, 149",Ветеранов пр.,"68,163,","59.835542,30.133899"
3890,Автобус,Остановка,"ПР. ВЕТЕРАНОВ, 149 [68,163,229]","ПР. ВЕТЕРАНОВ, 149",Ветеранов пр.,"68,163,","59.835299,30.134387"
3891,Троллейбус,Остановка,"Пр. Ветеранов, 149 ","Пр. Ветеранов, 149",Ветеранов пр.,"37,46,","59.835353,30.134458"
3892,Троллейбус,Остановка,"Пр. Ветеранов, 149 ","Пр. Ветеранов, 149",Ветеранов,"37,46,","59.835492,30.133694"
3893,Автобус,Остановка,"ПР. ВЕТЕРАНОВ, УГ. УЛ. СОЛДАТА КОРЗУНА [88]","ПР. ВЕТЕРАНОВ, УГ. УЛ. СОЛДАТА КОРЗУНА","Солдата Корзуна ул., Ветеранов пр.",88,"59.833210,30.218131"
3894,Автобус,Остановка,"ПР. ВЕТЕРАНОВ,УГ. УЛ. ПАРТИЗАНА ГЕРМАНА [165]<","ПР. ВЕТЕРАНОВ,УГ. УЛ. ПАРТИЗАНА ГЕРМАНА","улица Партизана Германа, проспект Ветеранов","2,2А,111,229,","59.832510,30.175460"
3895,Автобус,Остановка,"ПР. ВЕТЕРАНОВ,УГ. УЛ. ПОГР. ГАРЬКАВОГО [130]","ПР. ВЕТЕРАНОВ,УГ. УЛ. ПОГР. ГАРЬКАВОГО","Ветеранов пр., Пограничника Гарькавого ул.","68,130,","59.835290,30.147813"
3896,Автобус,Остановка,"ПР. ВЕТЕРАНОВ,УГ. УЛ. ПОГР. ГАРЬКАВОГО [130]<","ПР. ВЕТЕРАНОВ,УГ. УЛ. ПОГР. ГАРЬКАВОГО","Пограничника Гарькавого ул., Ветеранов пр.","130,163,229,","59.834841,30.146524"
3897,Автобус,Остановка,ПР. ГЕРОЕВ,ПР. ГЕРОЕВ,,"2А,К-41,83,142,300,","59.859650,30.158120"
3898,Автобус,КП,ПР. ГЕРОЕВ,ПР. ГЕРОЕВ,"проспект Героев, Ленинский проспект","К-344,","59.864834,30.165043"
3899,Троллейбус,Остановка,ПР. ГЕРОЕВ,ПР. ГЕРОЕВ,"проспект Героев, улица Адмирала Черокова",41,"59.857555,30.140930"
3900,Автобус,Остановка,ПР. ГЕРОЕВ УГ. ЛЕНИНСКОГО ПР.,ПР. ГЕРОЕВ УГ. ЛЕНИНСКОГО ПР.,"проспект Героев, Ленинский проспект",83,"59.865066,30.165878"
3901,Автобус,Остановка,ПР. ГЕРОЕВ УГ. УЛ. АДМИРАЛА ТРИБУЦА,ПР. ГЕРОЕВ УГ. УЛ. АДМИРАЛА ТРИБУЦА,"проспект Героев, улица Адмирала Трибуца",300,"59.857940,30.146354"
3902,Автобус,Остановка,ПР. ГЕРОЕВ УГ. УЛ. АДМИРАЛА ТРИБУЦА,ПР. ГЕРОЕВ УГ. УЛ. АДМИРАЛА ТРИБУЦА,"проспект Героев, улица Адмирала Трибуца",300,"59.857455,30.147556"
3903,Автобус,Остановка,"ПР. ГЕРОЕВ, 26","ПР. ГЕРОЕВ, 26",проспект Героев,"2А,К-43,83,142,К-197,К-226,К-242,300,","59.862130,30.162620"
3904,Автобус,Остановка,"ПР. ГЕРОЕВ, 26","ПР. ГЕРОЕВ, 26",проспект Героев,"2А,300,","59.862090,30.162080"
3905,Автобус,Остановка,"ПР. ГЕРОЕВ, УГ. УЛ. МАРШАЛА ЗАХАРОВА","ПР. ГЕРОЕВ, УГ. УЛ. МАРШАЛА ЗАХАРОВА",,"2А,","59.859250,30.158270"
3906,Автобус,Остановка,"ПР. ДИНАМО, 11","ПР. ДИНАМО, 11","проспект Динамо, Вязовая улица",25А,"59.970611,30.278943"
3907,Автобус,Остановка,ПР. ДОБРОЛЮБОВА [],ПР. ДОБРОЛЮБОВА,"проспект Добролюбова, Провиантская улица","5М,10,191,","59.949477,30.303040"
3908,Троллейбус,Остановка,Пр. Добролюбова ,ПР. ДОБРОЛЮБОВА,"Добролюбова, Провиантский пер.",7,"59.949450,30.302861"
3909,Трамвай,Остановка,Пр. Добролюбова Т ,ПР. ДОБРОЛЮБОВА,"Кронверкский проспект, проспект Добролюбова","6,40,","59.949800,30.306640"
3910,Автобус,Остановка,ПР. ЕЛИЗАРОВА [8],ПР. ЕЛИЗАРОВА,"Седова ул., Ольминского ул.",8,"59.894059,30.413667"
3911,Троллейбус,Остановка,Пр. Елизарова ,ПР. ЕЛИЗАРОВА,"Седова, Елизарова",14,"59.892781,30.415053"
3912,Троллейбус,Остановка,Пр. Елизарова ,ПР. ЕЛИЗАРОВА,"Седова, Ольминского",14,"59.894142,30.413589"
3913,Трамвай,Остановка,Пр. Елизарова Т ,ПР. ЕЛИЗАРОВА,"Обуховской обороны пр., Елизарова пр.","7,24,","59.898820,30.430100"
3914,Трамвай,Остановка,Пр. Елизарова Т ,ПР. ЕЛИЗАРОВА,"проспект Обуховской Обороны, проспект Елизарова","7,24,","59.898610,30.430690"
3915,Автобус,Остановка,"ПР. ЕЛИЗАРОВА,УГ. УЛ. СЕДОВА [31]<","ПР. ЕЛИЗАРОВА,УГ. УЛ. СЕДОВА","Седова ул., Елизарова пр.","8,31,95,114,","59.892920,30.414970"
3916,Трамвай,Остановка,"Пр. Испытателей, 11 Т ","ПР. ИСПЫТАТЕЛЕЙ, 11",проспект Испытателей,"47,55,","60.003990,30.289990"
3917,Трамвай,Остановка,"Пр. Испытателей, 11 Т ","ПР. ИСПЫТАТЕЛЕЙ, 11",Испытателей пр.,"47,55,","60.004025,30.290319"
3918,Автобус,Остановка,"ПР. ИСПЫТАТЕЛЕЙ, УГ. УЛ. МАРШАЛА НОВИКОВА <","ПР. ИСПЫТАТЕЛЕЙ, УГ. УЛ. МАРШАЛА НОВИКОВА","Маршала Новикова ул., Испытателей пр.","122,182,","60.008233,30.266272"
3919,Автобус,Остановка,"ПР. ИСПЫТАТЕЛЕЙ,УГ. СЕРЕБРИСТОГО БУЛЬВАРА [127]","ПР. ИСПЫТАТЕЛЕЙ,УГ. СЕРЕБРИСТОГО БУЛЬВАРА","Испытателей пр., Серебристый бул.","122,127,135,171,К-279,","60.004890,30.281884"
3920,Автобус,Остановка,"ПР. ИСПЫТАТЕЛЕЙ,УНИВЕРСАМ [127]","ПР. ИСПЫТАТЕЛЕЙ,УНИВЕРСАМ",Испытателей пр.,"122,127,135,171,К-279,","60.003889,30.289356"
3921,Автобус,Остановка,"ПР. ИСПЫТАТЕЛЕЙ,УНИВЕРСАМ [127]<","ПР. ИСПЫТАТЕЛЕЙ,УНИВЕРСАМ",пр. Испытателей,"127,135,171,","60.004218,30.289934"
3922,Автобус,Остановка,ПР. К. МАРКСА,ПР. К. МАРКСА,"проспект Карла Маркса, ул. Володарского","75,84,84А,","60.101415,30.211195"
3923,Автобус,Остановка,ПР. КИМа,ПР. КИМа,"Уральская улица, проспект КИМа","К-30,К-690,","59.955531,30.244622"
3924,Автобус,Остановка,"ПР. КИМа, УГ. ЖЕЛЕЗНОВОДСКОЙ УЛ.","ПР. КИМа, УГ. ЖЕЛЕЗНОВОДСКОЙ УЛ.","Железноводская улица, переулок Декабристов","42,151,","59.952310,30.248280"
3925,Автобус,Остановка,"ПР. КИМа, УГ. УЛ. ОДОЕВСКОГО","ПР. КИМа, УГ. УЛ. ОДОЕВСКОГО","Одоевского, Кима","41,42,128,","59.949891,30.247067"
3926,Автобус,Остановка,"ПР. КИМа, УГ. УЛ. ОДОЕВСКОГО","ПР. КИМа, УГ. УЛ. ОДОЕВСКОГО","улица Одоевского, проспект КИМа","41,42,128,","59.949542,30.246672"
3927,Автобус,Остановка,"ПР. КИМА, УГ. УРАЛЬСКОЙ УЛ.","ПР. КИМА, УГ. УРАЛЬСКОЙ УЛ.","Уральская улица, проспект КИМа","К-44,128,151,К-186,","59.955214,30.241606"
3928,Автобус,Остановка,"ПР. КИМа, УГ. УРАЛЬСКОЙ УЛ.","ПР. КИМа, УГ. УРАЛЬСКОЙ УЛ.","улица Кораблестроителей, Уральская улица","К-6к,","59.954863,30.241489"
3929,Автобус,Остановка,"ПР. КОРОЛЕВА [9, 127, 172]",ПР. КОРОЛЕВА,"Коломяжский пр., Королева пр.","9,127,134А,135,171,172,К-279,","60.009922,30.295814"
3930,Автобус,Остановка,"ПР. КОРОЛЕВА [9, 127, 172]<",ПР. КОРОЛЕВА,"Коломяжский пр., Королева пр.","9,79,127,135,170,171,172,184,К-279,","60.009070,30.295493"
3931,Автобус,Остановка,ПР. КОРОЛЁВА,ПР. КОРОЛЁВА,"Маршала Новикова ул., Королева проспект","122,182,194,","60.012507,30.268096"
3932,Автобус,Остановка,ПР. КОРОЛЁВА,ПР. КОРОЛЁВА,"пр. Сизова, пр. Королева","5М,5Ма,","60.011517,30.275400"
3933,Автобус,Остановка,ПР. КОРОЛЁВА,ПР. КОРОЛЁВА,"Долгоозёрная улица, проспект Королёва","180,184,","60.019059,30.257646"
3934,Троллейбус,Остановка,Пр. Королёва ,Пр. Королёва,"проспект Королёва, площадь Сикорского",2,"60.013850,30.263245"
3935,Троллейбус,Остановка,Пр. Королёва ,Пр. Королёва,"проспект Королёва, улица Уточкина","25,50,","60.013200,30.265031"
3936,Троллейбус,Остановка,Пр. Королёва ,Пр. Королёва,"проспект Королёва, Коломяжский проспект","25,50,","60.009572,30.294539"
3937,Автобус,Остановка,ПР. КОРОЛЁВА УГ. УЛ. УТОЧКИНА,ПР. КОРОЛЁВА УГ. УЛ. УТОЧКИНА,"Королева проспект, Уточкина улица","79,85,170,180,182,","60.013939,30.263072"
3938,Автобус,Остановка,"ПР. КОРОЛЁВА, 48","ПР. КОРОЛЁВА, 48","Королева проспект, Мартыновская ул.","79,К-79,135,170,182,184,","60.025096,30.249867"
3939,Автобус,Остановка,"ПР. КОРОЛЁВА, 48 <","ПР. КОРОЛЁВА, 48","Королева проспект, Мартыновская ул.","79,К-127,170,182,184,","60.024538,30.249835"
3940,Троллейбус,Остановка,"Пр. Королёва, 48 ","Пр. Королёва, 48","проспект Королёва, улица Шаврова",2,"60.025189,30.249780"
3941,Троллейбус,Остановка,"Пр. Королёва, 48 ","Пр. Королёва, 48","проспект Королёва, улица Шаврова",2,"60.024559,30.249974"
3942,Автобус,Остановка,"ПР. КОРОЛЁВА, 57","ПР. КОРОЛЁВА, 57","проспект Королёва, улица Шаврова",135,"60.027743,30.246085"
3943,Автобус,Остановка,"ПР. КОРОЛЁВА, 57","ПР. КОРОЛЁВА, 57","проспект Королёва, улица Шаврова",135,"60.028461,30.245886"
3944,Троллейбус,Остановка,"Пр. Королёва, 57 ","Пр. Королёва, 57","проспект Королёва, улица Шаврова",2,"60.028384,30.246090"
3945,Троллейбус,Остановка,"Пр. Королёва, 57 ","Пр. Королёва, 57","проспект Королёва, улица Шаврова",2,"60.027711,30.245897"
3946,Автобус,Остановка,"ПР. КОРОЛЁВА, 69","ПР. КОРОЛЁВА, 69",проспект Королёва,135,"60.034072,30.239277"
3947,Автобус,Остановка,"ПР. КОРОЛЁВА, 69","ПР. КОРОЛЁВА, 69",проспект Королёва,135,"60.032786,30.240099"
3948,Троллейбус,Остановка,"Пр. Королёва, 69 ","Пр. Королёва, 69",проспект Королёва,2,"60.034000,30.239459"
3949,Троллейбус,Остановка,"Пр. Королёва, 69 ","Пр. Королёва, 69",проспект Королёва,2,"60.032792,30.239825"
3950,Автобус,Остановка,"ПР.КОРОЛЕВА, УГ. ОЛЬХОВОЙ УЛ.","ПР. КОРОЛЕВА, УГ. ОЛЬХОВОЙ УЛ.","проспект Королёва, Ольховая улица",85,"60.016112,30.258997"
3951,Автобус,Остановка,"ПР. КОРОЛЁВА, УНИВЕРСАМ","ПР. КОРОЛЁВА, УНИВЕРСАМ",Королева проспект,"79,170,182,184,","60.022732,30.252668"
3952,Автобус,Остановка,"ПР. КОРОЛЁВА, УНИВЕРСАМ <","ПР. КОРОЛЁВА, УНИВЕРСАМ",Королева проспект,"79,170,182,184,","60.022303,30.252324"
3953,Автобус,Остановка,"ПР. КОРОЛЕВА,ПОЛИКЛИНИКА [134]","ПР. КОРОЛЕВА,ПОЛИКЛИНИКА",проспект Королёва,"79,134Б,170,184,","60.010191,30.289954"
3954,Автобус,Остановка,"ПР. КОРОЛЕВА,ПОЛИКЛИНИКА [134]<","ПР. КОРОЛЕВА,ПОЛИКЛИНИКА","Королева пр., Коломяжский пр.","79,134А,170,184,","60.009867,30.290886"
3955,Автобус,Остановка,"ПР. КОРОЛЕВА,УГ. КОЛОМЯЖСКОГО ПР. [134]","ПР. КОРОЛЕВА,УГ. КОЛОМЯЖСКОГО ПР.","проспект Королёва, Коломяжский проспект","79,134Б,170,184,","60.009575,30.294758"
3956,Автобус,Остановка,"ПР. КОСМОНАВТОВ [11, 31, 114]",ПР. КОСМОНАВТОВ,"Типанова ул., Космонавтов пр.","11,31,59,114,141,","59.852704,30.353613"
3957,Автобус,Остановка,"ПР. КОСМОНАВТОВ [11, 31, 114]<",ПР. КОСМОНАВТОВ,"Типанова ул., Космонавтов пр.","11,31,59,114,141,","59.852836,30.350919"
3958,Автобус,Остановка,"ПР. КОСМОНАВТОВ [34, 186]",ПР. КОСМОНАВТОВ,"ул. Звёздная, пр. Космонавтов","16,34,36,59,64,64А,116,141,179,186,190,192,197,","59.834510,30.359220"
3959,Автобус,Остановка,"ПР. КОСМОНАВТОВ [34, 186]<",ПР. КОСМОНАВТОВ,"ул. Звёздная, пр. Космонавтов","16,34,36,59,63,64,64А,72,116,141,179,186,190,192,196,197,","59.834590,30.361280"
3960,Автобус,Остановка,ПР. КОСМОНАВТОВ [50]<,ПР. КОСМОНАВТОВ,"Дунайский пр., Космонавтов пр.","2М,2МА,50,186,190,197,","59.832261,30.362000"
