Number;Year_Of_Build;Level;Number_Of_Rooms;Distance_To_The_Nearest_MRT-station;Class;Type_Of_Market;Common_Square;Square_Of_Kitchen;Price
15587;1960-1980;last;three and more;30-60 minutes;economy;secondary;60;6;85833,3
15593;2010-2020;middle;one;less than 5 minutes;economy;secondary;35;9;125714,3
15598;1960-1980;middle;three and more;30-60 minutes;economy;secondary;56;7;83928,6
15611;2010-2020;middle;one;15-30 minutes;economy;secondary;36;11;117638,9
15612;2010-2020;middle;one;15-30 minutes;economy;secondary;36;9,5;141666,7
15614;1980-2000;first;three and more;5-15 minutes;economy;secondary;77;11;103766,2
15624;2010-2020;middle;one;15-30 minutes;economy;primary;34;10;97058,8
15627;1960-1980;last;one;15-30 minutes;economy;secondary;32;5,7;112468,8
15630;2000-2010;middle;two;15-30 minutes;economy;secondary;71;13;95774,6
15634;2010-2020;middle;one;30-60 minutes;economy;secondary;36,6;8,1;95355,2
15646;1960-1980;last;three and more;5-15 minutes;economy;secondary;66;6,2;83333,3
15671;2000-2010;middle;three and more;30-60 minutes;economy;secondary;88;11;107954,5
15681;2000-2010;middle;three and more;15-30 minutes;economy;secondary;91;12;179120,9
15684;2000-2010;middle;three and more;15-30 minutes;economy;secondary;96;12;110416,7
15689;1960-1980;middle;two;less than 5 minutes;economy;secondary;45;6,7;105555,6
15690;1960-1980;last;three and more;5-15 minutes;economy;secondary;56;7,2;100000
15692;1960-1980;middle;one;30-60 minutes;economy;secondary;35;8;112857,1
15697;1980-2000;middle;three and more;15-30 minutes;economy;secondary;74;7;87837,8
15703;2010-2020;first;one;15-30 minutes;economy;secondary;35,5;9;102816,9
15722;1960-1980;first;two;30-60 minutes;economy;secondary;42,2;5;89573,5
15724;1980-2000;middle;three and more;15-30 minutes;economy;secondary;94,4;15;94279,7
15725;2010-2020;first;two;15-30 minutes;economy;secondary;79;12;87341,8
15728;1980-2000;middle;one;15-30 minutes;economy;secondary;45;13,4;98888,9
15733;2000-2010;middle;one;30-60 minutes;economy;secondary;43;11,8;122093
15734;1960-1980;middle;three and more;15-30 minutes;economy;secondary;77;9;136363,6
15760;2010-2020;middle;one;15-30 minutes;comfort;secondary;38;10,5;110526,3
15766;1980-2000;middle;three and more;15-30 minutes;economy;secondary;71,3;8,1;106591,9
15773;2010-2020;middle;one;30-60 minutes;economy;primary;57,4;14,8;94929,2
15797;2000-2010;middle;three and more;15-30 minutes;economy;secondary;91;16;153846,2
15828;1960-1980;middle;two;less than 5 minutes;economy;secondary;50;7;90000
15844;2010-2020;middle;one;15-30 minutes;economy;secondary;35,1;10,7;113960,1
15845;2010-2020;middle;two;15-30 minutes;economy;secondary;59,8;13,6;100334,4
15850;2010-2020;middle;three and more;5-15 minutes;economy;secondary;109;15;123853,2
15856;2010-2020;middle;one;15-30 minutes;economy;secondary;39;10;84615,4
15857;2010-2020;middle;two;15-30 minutes;economy;secondary;59,2;12,6;64189,2
15859;2010-2020;middle;three and more;15-30 minutes;economy;secondary;82;15;60853,7
15861;2010-2020;middle;one;15-30 minutes;economy;primary;23;6;73913
15870;2010-2020;middle;two;15-30 minutes;economy;secondary;60,5;10,4;119008,3
15874;2010-2020;middle;three and more;30-60 minutes;economy;secondary;103,7;15;71841,9
15891;1960-1980;first;one;less than 5 minutes;economy;secondary;31,5;5,2;126984,1
15902;2010-2020;middle;one;30-60 minutes;economy;secondary;32,9;7,5;126139,8
15903;2010-2020;middle;one;30-60 minutes;economy;secondary;32,9;7,5;127659,6
15904;1960-1980;middle;two;15-30 minutes;economy;secondary;46,7;7;96359,7
15910;2010-2020;middle;three and more;30-60 minutes;economy;secondary;89;10;101123,6
15917;2000-2010;last;two;15-30 minutes;economy;secondary;61;9,2;126229,5
15919;2010-2020;middle;one;15-30 minutes;economy;primary;35,7;10,5;112031,4
15933;2010-2020;middle;one;15-30 minutes;economy;secondary;36,5;9,6;115068,5
15957;1980-2000;middle;one;5-15 minutes;economy;secondary;39;8;112564,1
15968;1960-1980;middle;one;15-30 minutes;economy;primary;38,3;17,4;94401,3
15971;1960-1980;middle;one;15-30 minutes;economy;primary;38,3;17,4;94386,4
15972;2000-2010;middle;one;5-15 minutes;economy;primary;35,3;11,1;88866,9
15984;2010-2020;middle;three and more;15-30 minutes;economy;secondary;116;18;108620,7
15997;2000-2010;middle;two;less than 5 minutes;economy;secondary;59,9;10,4;116861,4
15998;2010-2020;middle;one;15-30 minutes;economy;secondary;41;9;84146,3
16000;1980-2000;middle;one;15-30 minutes;economy;secondary;44,7;13,2;105816,6
16016;1960-1980;middle;one;15-30 minutes;economy;secondary;36;8;108333,3
16017;2010-2020;middle;one;15-30 minutes;economy;secondary;45;12;87777,8
16019;2010-2020;middle;two;15-30 minutes;economy;primary;72;16;124305,6
16021;2010-2020;middle;one;15-30 minutes;economy;primary;26,7;5;131086,1
16031;1980-2000;middle;three and more;15-30 minutes;economy;secondary;71,5;7;79720,3
16035;1960-1980;middle;one;15-30 minutes;economy;primary;43,5;15;92965,5
16746;2010-2020;middle;one;15-30 minutes;economy;primary;25,5;5,4;96078,4
18171;1960-1980;last;one;60-90 minutes;economy;secondary;32,2;5,6;88198,8
18767;2010-2020;middle;one;60-90 minutes;economy;secondary;32;5;92187,5
63670;2000-2010;middle;three and more;60-90 minutes;economy;secondary;103;20;121359,2
63671;2010-2020;middle;three and more;60-90 minutes;economy;secondary;85,6;11,5;146028
63672;2000-2010;middle;three and more;15-30 minutes;economy;secondary;85,5;12,3;146198,8
63888;2010-2020;middle;two;less than 5 minutes;comfort;secondary;79,7;18;158720,2
63889;2010-2020;middle;three and more;15-30 minutes;economy;secondary;113,6;12,1;110959,5
63890;2000-2010;last;three and more;15-30 minutes;economy;secondary;115;10;110000
63978;2010-2020;middle;two;less than 5 minutes;comfort;secondary;83,4;14,5;153477,2
64041;1980-2000;middle;three and more;60-90 minutes;economy;secondary;107,2;8,4;119869,4
64042;2010-2020;middle;three and more;15-30 minutes;economy;primary;115,7;12,1;110732
64043;2010-2020;middle;two;60-90 minutes;economy;primary;92,1;23;139522,3
64078;2000-2010;middle;three and more;less than 5 minutes;economy;secondary;114,3;30,3;112860,9
64079;2010-2020;middle;two;60-90 minutes;economy;primary;92,4;23,1;139610,4
64080;2010-2020;middle;three and more;60-90 minutes;economy;secondary;95,3;14,5;134889,8
64187;2010-2020;middle;two;15-30 minutes;economy;primary;76;31;171052,6
64188;2000-2010;middle;three and more;15-30 minutes;economy;secondary;95,6;14,4;135878,7
64190;2010-2020;middle;three and more;60-90 minutes;economy;secondary;88,2;12,4;147278,9
64191;2010-2020;middle;three and more;5-15 minutes;economy;secondary;87,2;14,5;148555
64296;2010-2020;middle;three and more;5-15 minutes;economy;secondary;87,2;15,4;149656
64297;2010-2020;middle;three and more;60-90 minutes;economy;primary;103,2;12,6;126349,8
64315;2000-2010;last;three and more;5-15 minutes;economy;secondary;95;15;137894,7
64316;2010-2020;middle;two;5-15 minutes;economy;secondary;75,8;18,9;172823,2
64334;2010-2020;middle;two;60-90 minutes;economy;primary;97,2;19,9;135000
64352;2000-2010;middle;three and more;5-15 minutes;economy;secondary;126,1;17,3;104678,8
64353;2010-2020;middle;three and more;15-30 minutes;economy;secondary;106,3;18;124176,9
64392;2000-2010;middle;three and more;15-30 minutes;economy;secondary;96,1;14;138397,5
64442;2010-2020;middle;three and more;15-30 minutes;economy;secondary;78;25;171794,9
64486;2010-2020;middle;two;less than 5 minutes;economy;secondary;82,8;17,7;163043,5
64488;2000-2010;middle;three and more;15-30 minutes;economy;secondary;112,7;32;119787
64489;2010-2020;middle;three and more;less than 5 minutes;economy;secondary;80,5;11,9;167453,4
64644;2010-2020;middle;two;60-90 minutes;economy;secondary;100,5;41,3;136074,6
64672;2000-2010;middle;three and more;15-30 minutes;economy;secondary;96,3;12;142783
64673;2010-2020;middle;two;60-90 minutes;economy;primary;101,8;42;135000
64674;2010-2020;middle;two;60-90 minutes;economy;primary;101,8;42;135000
64692;2010-2020;middle;two;5-15 minutes;economy;secondary;76,6;10,9;179634,5
64794;2010-2020;middle;two;5-15 minutes;economy;secondary;79,4;17,9;175692,7
64808;2010-2020;middle;three and more;60-90 minutes;economy;secondary;97,8;13,8;143149,3
65089;2000-2010;middle;three and more;5-15 minutes;economy;secondary;103,9;15;139076
65103;2010-2020;middle;three and more;15-30 minutes;economy;secondary;79,1;25,5;183312,3
65233;2010-2020;last;three and more;15-30 minutes;economy;secondary;86,6;36,1;170900,7
65260;2010-2020;middle;three and more;15-30 minutes;comfort;secondary;106;15;140566
65302;2000-2010;middle;three and more;60-90 minutes;economy;secondary;96,6;17;155176
65464;2010-2020;middle;three and more;5-15 minutes;economy;secondary;106,3;18;144873
65540;2010-2020;middle;two;5-15 minutes;economy;secondary;85,2;14,5;182511,7
65614;2000-2010;middle;three and more;less than 5 minutes;economy;secondary;119,4;12,6;132747,1
65620;2000-2010;middle;three and more;5-15 minutes;economy;secondary;91,1;16,2;174533,5
65652;2010-2020;middle;three and more;5-15 minutes;economy;primary;117,7;19,9;135514
65669;2000-2010;middle;three and more;60-90 minutes;economy;secondary;112;10,2;142857,1
65670;2010-2020;middle;three and more;60-90 minutes;economy;primary;128,8;34,3;124223,6
65833;2010-2020;middle;three and more;less than 5 minutes;economy;secondary;106,5;17,6;154929,6
65907;2010-2020;middle;two;15-30 minutes;economy;secondary;79;26;212658,2
65908;2000-2010;last;three and more;5-15 minutes;economy;secondary;104;14;161538,5
66054;2010-2020;middle;three and more;60-90 minutes;economy;primary;121,4;16,5;142092,3
66111;2000-2010;middle;two;5-15 minutes;economy;secondary;86;15;203488,4
66164;2010-2020;middle;three and more;60-90 minutes;economy;primary;124,6;19,8;141000
66298;2010-2020;middle;two;30-60 minutes;economy;secondary;115,3;42,3;156548,1
66315;2000-2010;middle;three and more;60-90 minutes;economy;primary;115,4;16;157712,3
66378;2000-2010;middle;three and more;5-15 minutes;economy;primary;127,4;28,6;145211,9
66491;2010-2020;middle;three and more;5-15 minutes;economy;secondary;104;17,3;182692,3
66561;2010-2020;middle;three and more;15-30 minutes;economy;primary;109;20;178899,1
66576;2010-2020;middle;three and more;5-15 minutes;economy;primary;127,3;23,2;153500
66627;2010-2020;middle;three and more;15-30 minutes;economy;secondary;129,8;51,3;153466,9
66633;2000-2010;last;three and more;15-30 minutes;economy;secondary;116,5;20;171673,8
66657;2010-2020;last;two;5-15 minutes;economy;primary;124,4;25,6;161000
66658;2010-2020;last;three and more;less than 5 minutes;economy;secondary;129,8;20;154468,4
66669;2010-2020;middle;three and more;less than 5 minutes;comfort;secondary;128,4;18,2;156931,5
66676;2010-2020;middle;three and more;15-30 minutes;economy;secondary;103;16,2;195708,7
66685;2000-2010;middle;three and more;5-15 minutes;economy;secondary;105;12;193333,3
66896;2010-2020;middle;three and more;60-90 minutes;economy;secondary;120;18,7;214583,3
92035;2010-2020;middle;two;30-60 minutes;comfort;primary;63;20,7;113492,1
92199;2010-2020;middle;one;30-60 minutes;economy;primary;39,4;8,6;97715,7
92200;2010-2020;middle;three and more;30-60 minutes;economy;primary;79;13;87974,7
92201;2010-2020;middle;two;30-60 minutes;economy;primary;53,1;9,2;88512,2
92202;2010-2020;middle;one;30-60 minutes;economy;primary;31;7,1;104838,7
92249;2010-2020;first;one;15-30 minutes;economy;primary;41,7;11;112470
92267;2010-2020;middle;one;60-90 minutes;economy;primary;46,3;11,6;88552,9
92271;2010-2020;middle;one;15-30 minutes;comfort;primary;35,4;10,2;155367,2
92272;2010-2020;middle;one;15-30 minutes;comfort;primary;34,6;17,9;137283,2
92273;2010-2020;middle;one;15-30 minutes;comfort;primary;39;10,4;126923,1
92274;2010-2020;middle;two;60-90 minutes;economy;primary;64,1;18;84555,4
92275;2010-2020;middle;one;60-90 minutes;economy;primary;46,3;11,6;97624,2
92276;2010-2020;middle;one;15-30 minutes;comfort;primary;36,2;8,6;123480,7
92277;2010-2020;middle;one;5-15 minutes;comfort;primary;42,4;20,9;198113,2
92278;2010-2020;last;one;5-15 minutes;comfort;primary;40,8;10;171568,6
92280;2010-2020;middle;one;5-15 minutes;economy;primary;33,6;13,2;141666,7
92282;2010-2020;middle;one;30-60 minutes;economy;primary;37,4;9,3;95695,2
92283;2010-2020;middle;one;15-30 minutes;comfort;primary;47,2;18,6;172669,5
92284;2010-2020;middle;one;5-15 minutes;comfort;primary;45;11,6;153333,3
92285;2010-2020;middle;one;30-60 minutes;economy;primary;35;10,5;100000
92290;2010-2020;middle;one;15-30 minutes;economy;primary;41;12,6;96097,6
92291;2010-2020;middle;two;15-30 minutes;comfort;primary;58,2;9,4;129725,1
92292;2010-2020;middle;one;15-30 minutes;comfort;primary;37,7;9,5;127851,5
92293;2010-2020;middle;two;5-15 minutes;comfort;primary;65,4;14,4;148318
92294;2010-2020;middle;two;30-60 minutes;economy;primary;53,2;8,8;94736,8
92296;2010-2020;middle;three and more;15-30 minutes;comfort;primary;83,6;19,2;114114,8
92297;2010-2020;middle;one;60-90 minutes;economy;primary;42,3;11,4;95035,5
92298;2010-2020;middle;one;60-90 minutes;economy;primary;41,8;10,9;100956,9
92301;2010-2020;middle;three and more;15-30 minutes;comfort;primary;86,7;19,2;117185,7
92326;2010-2020;middle;two;5-15 minutes;economy;primary;59,5;12,2;96032,3
93151;2010-2020;middle;two;15-30 minutes;economy;primary;52,9;9,2;115311,9
93393;2010-2020;middle;two;15-30 minutes;comfort;primary;62,7;17;110047,8
93394;2010-2020;middle;one;15-30 minutes;economy;primary;25;5;147600
93395;2010-2020;middle;one;15-30 minutes;economy;primary;32,2;10;124192,5
93399;2010-2020;middle;two;5-15 minutes;economy;primary;65;13,5;73230,8
93400;2010-2020;middle;one;15-30 minutes;economy;primary;28,8;2;98958,3
93404;2010-2020;middle;two;30-60 minutes;economy;primary;64;13;87500
93407;2010-2020;middle;one;30-60 minutes;economy;primary;29,6;3;101351,4
93519;2010-2020;middle;three and more;less than 5 minutes;comfort;primary;75,8;15,5;158839,1
93520;2010-2020;last;two;15-30 minutes;comfort;primary;97,1;19,5;123254,4
93521;2010-2020;middle;three and more;5-15 minutes;business;primary;96,4;22,3;200967,4
93522;2010-2020;middle;three and more;60-90 minutes;comfort;primary;95;15;119070
93524;2010-2020;middle;one;5-15 minutes;comfort;primary;44,9;12,2;154005,6
93544;2010-2020;middle;two;5-15 minutes;comfort;primary;73,6;21,8;128688,7
